               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.022248,            0.040399,            0.020197,             0.66644,             0.44714,             0.55277,             0.39229,             0.03048,            0.045536,            0.022774,           0.0070498,           0.0070498,           0.0070498
                 151,            0.027928,            0.041482,            0.018496,             0.66327,             0.44692,             0.55631,             0.36218,            0.030252,            0.045647,            0.022737,             0.00703,             0.00703,             0.00703
                 152,            0.028393,            0.039226,            0.017977,             0.68708,             0.45998,             0.56144,             0.39571,            0.030499,            0.045568,            0.022823,           0.0070102,           0.0070102,           0.0070102
                 153,            0.024347,            0.036675,            0.018759,             0.69188,             0.45416,             0.56263,             0.42905,            0.027272,            0.045499,            0.022871,           0.0069904,           0.0069904,           0.0069904
                 154,            0.023905,            0.036777,            0.018699,              0.7086,             0.46778,             0.54307,             0.38971,            0.026725,            0.045807,            0.022874,           0.0069706,           0.0069706,           0.0069706
                 155,            0.021525,             0.03594,            0.017437,             0.69178,             0.48235,              0.5723,             0.42005,            0.028043,            0.045811,            0.022833,           0.0069508,           0.0069508,           0.0069508
                 156,            0.023316,            0.039334,            0.018369,             0.70158,             0.48267,             0.57909,             0.44447,            0.027821,            0.045349,            0.022775,            0.006931,            0.006931,            0.006931
                 157,            0.021242,            0.039459,            0.019254,             0.70288,             0.46481,             0.57688,             0.43426,            0.027936,            0.048587,             0.02287,           0.0069112,           0.0069112,           0.0069112
                 158,             0.02202,             0.04063,            0.016229,             0.69712,             0.45969,             0.58092,             0.44412,            0.030117,            0.047212,            0.022819,           0.0068914,           0.0068914,           0.0068914
                 159,             0.02727,            0.044631,            0.017503,             0.69176,              0.4585,             0.57703,             0.39286,            0.033172,            0.047837,             0.02285,           0.0068716,           0.0068716,           0.0068716
                 160,            0.025287,            0.042708,            0.018331,             0.68345,              0.4948,             0.58507,             0.42507,            0.034316,            0.047596,            0.022831,           0.0068518,           0.0068518,           0.0068518
                 161,            0.023422,            0.036511,            0.018048,             0.69457,             0.49712,             0.58744,              0.4495,            0.031079,             0.04657,            0.022937,            0.006832,            0.006832,            0.006832
                 162,            0.022601,            0.039417,            0.019188,             0.69815,             0.46241,             0.58978,             0.44049,             0.02942,             0.04613,            0.023126,           0.0068122,           0.0068122,           0.0068122
                 163,            0.021863,            0.037775,            0.017293,              0.7052,             0.47396,             0.55982,             0.40833,            0.028471,             0.04607,            0.023237,           0.0067924,           0.0067924,           0.0067924
                 164,            0.023306,            0.038657,            0.016894,              0.7156,             0.47396,             0.56385,             0.42709,            0.027341,            0.045468,            0.023186,           0.0067726,           0.0067726,           0.0067726
                 165,            0.024521,            0.036491,            0.018864,             0.74494,             0.48646,             0.56431,             0.38668,            0.029817,            0.047877,            0.022611,           0.0067528,           0.0067528,           0.0067528
                 166,            0.024029,            0.038903,            0.017107,             0.73204,             0.46841,             0.54872,             0.40341,            0.027142,             0.04517,            0.022277,            0.006733,            0.006733,            0.006733
                 167,            0.024418,            0.039709,            0.016342,             0.74007,             0.47829,             0.55573,             0.40937,            0.027922,            0.045813,            0.022262,           0.0067132,           0.0067132,           0.0067132
                 168,            0.023084,            0.032564,            0.016133,             0.77028,             0.48785,             0.55365,             0.40743,            0.028423,            0.045847,            0.022322,           0.0066934,           0.0066934,           0.0066934
                 169,            0.024359,            0.046517,            0.016754,             0.78123,             0.50163,             0.56271,             0.42006,            0.027578,            0.045551,            0.022379,           0.0066736,           0.0066736,           0.0066736
                 170,            0.025548,            0.042947,            0.015711,             0.77388,             0.51417,             0.58664,             0.41684,            0.030763,            0.047536,            0.022496,           0.0066538,           0.0066538,           0.0066538
                 171,            0.023469,            0.038902,            0.016709,             0.74642,             0.50467,             0.56955,             0.41746,            0.026978,            0.045545,            0.022126,            0.006634,            0.006634,            0.006634
                 172,            0.024474,              0.0395,            0.017102,             0.75512,             0.49936,             0.56722,             0.43079,            0.026713,            0.045793,            0.022103,           0.0066142,           0.0066142,           0.0066142
                 173,            0.021768,            0.036143,            0.016269,             0.73731,             0.47057,               0.547,             0.40062,            0.026429,            0.044838,            0.022086,           0.0065944,           0.0065944,           0.0065944
                 174,            0.021087,            0.034859,             0.01618,             0.75665,             0.49367,             0.55121,             0.40946,            0.027563,             0.04497,            0.022079,           0.0065746,           0.0065746,           0.0065746
                 175,            0.025373,            0.040035,            0.016494,             0.75623,             0.48006,             0.54593,             0.40103,            0.030231,            0.045135,            0.022025,           0.0065548,           0.0065548,           0.0065548
                 176,            0.023437,            0.040572,            0.015359,             0.77585,             0.47549,             0.55124,             0.40268,             0.02889,            0.045553,            0.021986,            0.006535,            0.006535,            0.006535
                 177,            0.024573,            0.037391,            0.016446,             0.78403,             0.48168,             0.56084,              0.4082,            0.027029,            0.045467,            0.021941,           0.0065152,           0.0065152,           0.0065152
                 178,            0.023582,            0.035717,             0.01716,             0.78694,             0.48166,             0.56182,             0.42866,            0.028911,            0.046247,            0.021965,           0.0064954,           0.0064954,           0.0064954
                 179,             0.02249,            0.039866,            0.016683,             0.78647,             0.48238,             0.59362,              0.4338,            0.027867,             0.04603,             0.02167,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021438,            0.036774,            0.017264,              0.7824,             0.48198,             0.59271,             0.46218,            0.026449,            0.044881,             0.02172,           0.0064558,           0.0064558,           0.0064558
                 181,            0.019264,            0.034281,            0.015779,             0.77373,              0.4787,             0.59749,             0.44229,            0.029927,            0.047333,            0.021455,            0.006436,            0.006436,            0.006436
                 182,            0.020964,            0.040023,             0.01555,             0.78561,             0.47176,             0.60111,             0.44497,             0.02775,            0.047353,            0.021147,           0.0064162,           0.0064162,           0.0064162
                 183,            0.025767,            0.040489,            0.015269,             0.76367,             0.47361,             0.58801,             0.37554,            0.033365,            0.047768,             0.02099,           0.0063964,           0.0063964,           0.0063964
                 184,            0.025664,            0.034644,            0.017611,             0.78293,             0.47658,             0.59865,             0.43244,             0.03061,            0.047348,            0.020905,           0.0063766,           0.0063766,           0.0063766
                 185,            0.022305,            0.041458,            0.015084,             0.78216,             0.48004,             0.59639,             0.44662,            0.028797,            0.046387,            0.020987,           0.0063568,           0.0063568,           0.0063568
                 186,             0.02201,            0.037297,            0.015218,             0.79368,             0.47719,             0.60279,             0.43183,            0.030811,             0.04801,            0.021065,            0.006337,            0.006337,            0.006337
                 187,            0.021712,            0.040167,            0.015865,             0.77618,             0.52737,             0.62364,             0.45493,              0.0292,            0.046454,            0.021074,           0.0063172,           0.0063172,           0.0063172
                 188,            0.023154,            0.037393,            0.015241,             0.79073,             0.52867,             0.62139,             0.46009,            0.028582,            0.046435,            0.020868,           0.0062974,           0.0062974,           0.0062974
                 189,            0.021184,             0.03944,            0.015083,             0.81971,             0.51839,             0.63753,             0.46635,            0.026557,            0.046645,            0.020883,           0.0062776,           0.0062776,           0.0062776
                 190,            0.021134,             0.03234,            0.015465,              0.8216,              0.5261,             0.64698,             0.47922,            0.026561,            0.046933,            0.020796,           0.0062578,           0.0062578,           0.0062578
                 191,            0.024021,            0.039135,             0.01487,             0.80546,             0.50294,             0.62649,             0.45251,            0.028374,            0.047152,            0.020837,            0.006238,            0.006238,            0.006238
                 192,             0.02386,            0.038761,             0.01534,             0.79339,             0.49541,             0.62941,             0.46533,            0.028459,            0.047633,            0.020891,           0.0062182,           0.0062182,           0.0062182
                 193,            0.023075,            0.039392,            0.014932,             0.72982,             0.57692,             0.65411,             0.48608,             0.02568,            0.046979,            0.021058,           0.0061984,           0.0061984,           0.0061984
                 194,            0.020508,             0.03699,            0.016089,             0.73245,             0.53979,              0.6385,             0.47898,            0.026983,            0.047075,            0.021406,           0.0061786,           0.0061786,           0.0061786
                 195,            0.021082,            0.035634,             0.01594,             0.74134,             0.53199,             0.64138,              0.4841,            0.028265,            0.047889,            0.021395,           0.0061588,           0.0061588,           0.0061588
                 196,            0.021251,            0.037374,            0.015075,             0.73912,             0.52529,             0.63545,             0.48766,            0.025485,            0.047974,            0.021348,            0.006139,            0.006139,            0.006139
                 197,            0.020593,            0.037377,            0.014608,             0.64719,             0.60537,              0.6436,             0.43784,            0.030022,            0.049807,            0.021092,           0.0061192,           0.0061192,           0.0061192
                 198,            0.020938,            0.033431,             0.01409,             0.65857,               0.623,             0.66443,             0.48236,            0.027631,            0.048553,            0.020888,           0.0060994,           0.0060994,           0.0060994
                 199,             0.02391,            0.036423,            0.014216,             0.64413,             0.59914,             0.63007,             0.46177,             0.03094,            0.049459,            0.020693,           0.0060796,           0.0060796,           0.0060796
                 200,            0.025027,            0.040698,            0.014011,              0.6806,             0.61516,             0.67798,             0.50804,            0.027992,            0.048233,            0.020484,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021399,            0.036291,            0.014489,             0.68883,             0.60489,             0.66519,             0.51416,            0.026079,            0.047439,            0.020383,             0.00604,             0.00604,             0.00604
                 202,            0.020611,            0.035104,            0.014331,             0.80373,             0.56782,             0.67874,             0.50679,            0.027318,            0.045897,             0.02038,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021277,            0.037948,            0.013691,             0.68468,             0.59522,             0.65988,             0.48062,            0.028486,            0.045693,            0.020333,           0.0060004,           0.0060004,           0.0060004
                 204,            0.021839,             0.03509,            0.014008,              0.6986,             0.60772,             0.66423,             0.48763,            0.026718,            0.045519,            0.020263,           0.0059806,           0.0059806,           0.0059806
                 205,            0.020913,             0.03643,            0.014473,              0.7102,             0.60772,             0.65743,             0.48206,            0.028707,             0.04606,            0.020296,           0.0059608,           0.0059608,           0.0059608
                 206,            0.019924,            0.035612,            0.014602,             0.72375,             0.61787,             0.67208,             0.51406,            0.026751,            0.046305,            0.020615,            0.005941,            0.005941,            0.005941
                 207,            0.024102,            0.035384,            0.013339,             0.71564,             0.60781,             0.66847,             0.46407,            0.030947,            0.047592,            0.020715,           0.0059212,           0.0059212,           0.0059212
                 208,            0.023832,            0.036097,            0.013204,             0.70055,             0.63232,             0.67722,             0.48595,            0.030583,             0.04702,              0.0208,           0.0059014,           0.0059014,           0.0059014
                 209,            0.023237,            0.037006,            0.013277,              0.7035,             0.61551,              0.6612,              0.5002,            0.027305,             0.04683,             0.02089,           0.0058816,           0.0058816,           0.0058816
                 210,            0.021977,            0.038082,            0.012837,             0.69244,              0.6053,             0.65265,             0.48619,            0.027843,            0.047617,            0.020921,           0.0058618,           0.0058618,           0.0058618
                 211,            0.020393,            0.037984,            0.013382,             0.69173,             0.58835,             0.66185,             0.52056,            0.025698,            0.046775,            0.020836,            0.005842,            0.005842,            0.005842
                 212,            0.018853,             0.03339,            0.013152,             0.70097,             0.59121,             0.65773,             0.51796,            0.025113,            0.047062,            0.020902,           0.0058222,           0.0058222,           0.0058222
                 213,            0.018264,            0.035589,            0.014256,             0.81902,             0.52309,             0.64393,             0.48558,            0.026367,             0.04814,            0.020882,           0.0058024,           0.0058024,           0.0058024
                 214,            0.018735,            0.035744,            0.012673,             0.72048,             0.58553,             0.64653,             0.49035,             0.02688,            0.048525,            0.020779,           0.0057826,           0.0057826,           0.0057826
                 215,             0.02445,            0.038546,            0.013365,             0.73469,             0.60856,             0.65289,             0.50435,            0.027197,            0.049159,            0.020823,           0.0057628,           0.0057628,           0.0057628
                 216,            0.023739,            0.035388,            0.012691,             0.73289,             0.61424,             0.65068,              0.5134,             0.03077,            0.050025,             0.02084,            0.005743,            0.005743,            0.005743
                 217,            0.020686,             0.03499,            0.012228,             0.74339,             0.61424,             0.65756,             0.52401,            0.027714,            0.049531,             0.02064,           0.0057232,           0.0057232,           0.0057232
                 218,            0.020869,            0.038446,            0.012678,             0.75213,             0.62546,             0.67483,             0.48263,            0.027636,            0.049788,            0.020684,           0.0057034,           0.0057034,           0.0057034
                 219,             0.02095,            0.034049,            0.011785,             0.74264,             0.61444,             0.66139,             0.50156,            0.027726,            0.049184,            0.020082,           0.0056836,           0.0056836,           0.0056836
                 220,            0.021048,            0.034352,            0.013997,             0.74723,             0.61245,             0.65745,             0.50228,            0.028176,            0.048734,            0.019894,           0.0056638,           0.0056638,           0.0056638
                 221,            0.020387,            0.034513,            0.014425,             0.75796,               0.623,             0.67512,             0.51672,            0.028273,            0.048141,            0.019623,            0.005644,            0.005644,            0.005644
                 222,            0.018608,            0.033418,            0.012493,             0.77131,             0.60944,             0.66631,             0.48248,            0.028474,            0.049126,            0.019659,           0.0056242,           0.0056242,           0.0056242
                 223,            0.024327,            0.039993,            0.013254,             0.73739,             0.59232,             0.65349,             0.49227,            0.027877,            0.049146,              0.0197,           0.0056044,           0.0056044,           0.0056044
                 224,            0.023265,            0.037888,            0.012522,             0.77881,              0.6086,             0.67114,              0.4947,            0.026588,            0.049368,            0.019585,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020715,            0.036787,            0.013602,             0.79122,             0.60571,             0.67258,             0.50256,            0.026708,            0.050255,            0.019595,           0.0055648,           0.0055648,           0.0055648
                 226,            0.020412,            0.040215,            0.012748,             0.78908,             0.59875,             0.67697,             0.51515,            0.027334,            0.049936,             0.01941,            0.005545,            0.005545,            0.005545
                 227,            0.019545,            0.033597,            0.013052,              0.7805,             0.60447,             0.67494,             0.50098,            0.027681,            0.050448,             0.01941,           0.0055252,           0.0055252,           0.0055252
                 228,            0.021784,            0.040848,            0.012524,             0.78645,             0.60263,             0.67918,             0.53344,              0.0256,            0.048394,            0.019368,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020475,            0.036483,            0.012915,             0.77077,             0.58054,             0.66937,             0.48784,            0.028105,            0.048548,            0.019638,           0.0054856,           0.0054856,           0.0054856
                 230,            0.019317,            0.033748,            0.011477,             0.78701,             0.60351,             0.67757,             0.51156,            0.025756,            0.047082,            0.019552,           0.0054658,           0.0054658,           0.0054658
                 231,            0.020969,            0.034478,            0.012965,             0.78026,             0.60659,             0.67758,             0.52832,            0.028735,             0.04752,            0.019528,            0.005446,            0.005446,            0.005446
                 232,            0.020784,            0.039058,            0.011516,             0.76417,             0.59488,             0.67062,             0.50729,            0.027339,            0.047444,            0.019558,           0.0054262,           0.0054262,           0.0054262
                 233,            0.020878,            0.033993,            0.012568,             0.77466,             0.60762,             0.67664,             0.53081,            0.026255,            0.046957,            0.019471,           0.0054064,           0.0054064,           0.0054064
                 234,            0.019565,            0.034022,            0.011244,             0.77426,             0.61178,             0.68064,             0.52365,            0.025547,            0.047004,            0.019403,           0.0053866,           0.0053866,           0.0053866
                 235,            0.019914,            0.032151,            0.012101,             0.78918,             0.59651,             0.68602,             0.52394,            0.026951,            0.046975,            0.019344,           0.0053668,           0.0053668,           0.0053668
                 236,            0.021524,            0.031829,            0.011614,             0.79457,             0.59746,             0.68205,             0.52844,            0.026735,            0.047883,            0.019293,            0.005347,            0.005347,            0.005347
                 237,            0.020352,            0.034399,            0.011631,             0.77814,             0.59915,             0.67533,             0.50645,            0.025755,            0.048692,             0.01931,           0.0053272,           0.0053272,           0.0053272
                 238,            0.018697,             0.03368,            0.011609,             0.77158,              0.6182,             0.67616,             0.51376,            0.025125,            0.049238,            0.019075,           0.0053074,           0.0053074,           0.0053074
                 239,            0.019818,             0.03596,            0.011448,             0.79216,             0.62601,             0.68834,             0.52004,            0.026009,            0.050175,            0.018934,           0.0052876,           0.0052876,           0.0052876
                 240,            0.020071,            0.035143,            0.013513,              0.7776,             0.60901,             0.68454,             0.52265,            0.025426,             0.04924,            0.019016,           0.0052678,           0.0052678,           0.0052678
                 241,            0.018972,            0.036216,            0.011721,             0.77012,             0.60625,             0.67794,             0.53465,            0.024027,              0.0494,             0.01887,            0.005248,            0.005248,            0.005248
                 242,            0.018897,            0.033139,            0.011948,             0.77061,             0.58758,             0.67606,             0.49758,            0.027491,            0.049288,             0.01913,           0.0052282,           0.0052282,           0.0052282
                 243,            0.018916,            0.031001,            0.012674,             0.77586,             0.59765,             0.66738,             0.52451,              0.0258,            0.049695,            0.019238,           0.0052084,           0.0052084,           0.0052084
                 244,            0.020989,             0.03193,            0.012411,             0.77155,             0.57899,              0.6708,             0.52754,            0.025857,             0.04904,            0.019203,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019734,            0.033455,            0.011912,             0.77043,             0.58005,             0.67567,              0.5114,            0.026588,            0.049407,            0.019174,           0.0051688,           0.0051688,           0.0051688
                 246,            0.020146,            0.032424,            0.011503,             0.76871,             0.61389,             0.67642,             0.52396,            0.025704,            0.048954,            0.019176,            0.005149,            0.005149,            0.005149
                 247,             0.02154,            0.039281,            0.011173,             0.75886,             0.59967,             0.67743,             0.52515,            0.026485,            0.048994,            0.018993,           0.0051292,           0.0051292,           0.0051292
                 248,            0.020648,             0.03806,            0.011227,             0.75453,             0.59912,             0.67311,             0.52363,            0.025391,            0.049091,            0.018977,           0.0051094,           0.0051094,           0.0051094
                 249,            0.019337,            0.038485,            0.011275,             0.74842,             0.59616,             0.69353,             0.54769,            0.024246,            0.049096,            0.019034,           0.0050896,           0.0050896,           0.0050896
                 250,            0.018776,            0.031276,             0.01124,              0.7536,             0.57957,             0.70562,             0.52156,            0.026232,            0.049868,            0.018964,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019683,            0.032519,            0.010637,              0.7707,             0.60641,             0.70636,             0.55283,            0.025589,            0.049793,            0.018894,             0.00505,             0.00505,             0.00505
                 252,            0.020181,            0.032531,            0.010897,             0.77429,             0.60404,             0.70354,             0.55349,            0.025009,            0.049542,            0.018661,           0.0050302,           0.0050302,           0.0050302
                 253,            0.020543,            0.030833,            0.011043,             0.76595,             0.58417,              0.6922,             0.52144,            0.026218,            0.050405,            0.018711,           0.0050104,           0.0050104,           0.0050104
                 254,             0.02069,            0.032954,            0.011082,             0.77224,             0.59311,             0.69642,             0.54834,            0.025807,            0.050298,            0.018775,           0.0049906,           0.0049906,           0.0049906
                 255,            0.019976,             0.03331,            0.011693,             0.77191,             0.58156,             0.68894,              0.5659,            0.025545,            0.050139,            0.018737,           0.0049708,           0.0049708,           0.0049708
                 256,            0.018429,            0.033214,            0.011476,             0.76902,             0.58308,             0.69845,             0.56028,            0.026928,            0.049835,            0.018965,            0.004951,            0.004951,            0.004951
                 257,            0.018479,            0.033888,             0.01039,             0.76161,             0.59289,             0.69879,             0.58302,             0.02415,            0.049167,            0.019036,           0.0049312,           0.0049312,           0.0049312
                 258,            0.018811,            0.033356,            0.011037,             0.78101,             0.59419,             0.69167,             0.52435,            0.026437,            0.049567,            0.019157,           0.0049114,           0.0049114,           0.0049114
                 259,            0.018172,            0.030229,            0.010832,             0.77987,             0.59041,              0.6924,             0.54812,            0.025911,            0.050037,             0.01911,           0.0048916,           0.0048916,           0.0048916
                 260,            0.018499,            0.034089,            0.011084,             0.77609,             0.58244,             0.68671,             0.56748,            0.025979,            0.049445,            0.019129,           0.0048718,           0.0048718,           0.0048718
                 261,            0.017444,            0.031418,            0.010821,              0.7755,               0.569,             0.69342,             0.56307,            0.027771,            0.048921,             0.01903,            0.004852,            0.004852,            0.004852
                 262,             0.01911,            0.031307,            0.011015,             0.78399,             0.59173,              0.6978,             0.54408,            0.025367,            0.048619,            0.018843,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019956,            0.036525,            0.010243,             0.79022,             0.59494,             0.69278,             0.51325,            0.027119,            0.049009,            0.018781,           0.0048124,           0.0048124,           0.0048124
                 264,            0.019583,              0.0323,            0.010273,              0.7698,             0.60352,             0.70953,             0.55601,            0.025939,            0.048304,            0.018725,           0.0047926,           0.0047926,           0.0047926
                 265,            0.019246,            0.035082,           0.0097879,             0.77345,             0.60877,             0.70414,             0.56294,            0.024596,            0.048176,            0.018793,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018496,            0.031864,           0.0098379,             0.76751,             0.58563,             0.70083,             0.54024,            0.026935,            0.048242,            0.018861,            0.004753,            0.004753,            0.004753
                 267,            0.019245,            0.032743,            0.010282,             0.77973,             0.58932,             0.73641,             0.58035,            0.025195,            0.048003,            0.018831,           0.0047332,           0.0047332,           0.0047332
                 268,            0.020269,            0.035351,           0.0094166,             0.75322,             0.56933,             0.71902,             0.55443,            0.025942,            0.048156,            0.018755,           0.0047134,           0.0047134,           0.0047134
                 269,            0.020064,            0.034784,           0.0095927,             0.76467,             0.60047,             0.73093,              0.5729,            0.026151,            0.047984,            0.018801,           0.0046936,           0.0046936,           0.0046936
                 270,            0.020632,            0.034621,            0.010606,             0.77496,             0.57297,             0.72399,              0.5895,            0.025145,            0.047528,             0.01872,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019871,            0.034758,            0.011572,             0.77424,              0.5777,             0.73425,             0.56039,            0.024169,            0.047763,            0.018523,            0.004654,            0.004654,            0.004654
                 272,            0.017322,             0.02928,           0.0099633,             0.78123,             0.58543,             0.73579,             0.56156,             0.02594,            0.048248,             0.01829,           0.0046342,           0.0046342,           0.0046342
                 273,            0.018225,            0.030693,            0.010563,             0.78008,              0.5877,             0.73947,             0.57218,             0.02361,            0.047911,            0.018169,           0.0046144,           0.0046144,           0.0046144
                 274,            0.018061,            0.027869,            0.010621,             0.77904,             0.58943,             0.73464,             0.58646,            0.023828,            0.048647,            0.018162,           0.0045946,           0.0045946,           0.0045946
                 275,            0.017116,            0.032491,            0.010491,             0.78754,             0.59337,             0.73499,             0.59799,            0.024052,            0.049561,            0.018385,           0.0045748,           0.0045748,           0.0045748
                 276,            0.018049,            0.031499,            0.010291,             0.77798,             0.58209,             0.73772,             0.59243,            0.025757,            0.050133,            0.018478,            0.004555,            0.004555,            0.004555
                 277,            0.018065,            0.029635,            0.010942,             0.77045,              0.5736,             0.72374,             0.57577,            0.025939,            0.050561,            0.018475,           0.0045352,           0.0045352,           0.0045352
                 278,            0.018772,            0.036208,           0.0098125,             0.76667,             0.57781,             0.72785,             0.58531,            0.026977,             0.05061,            0.018634,           0.0045154,           0.0045154,           0.0045154
                 279,            0.020543,            0.032114,           0.0092955,             0.76853,             0.57833,             0.72663,             0.56812,            0.025856,            0.050656,             0.01866,           0.0044956,           0.0044956,           0.0044956
                 280,            0.020615,            0.035422,            0.009923,              0.7727,             0.60024,              0.7478,             0.57635,             0.02649,            0.051213,            0.018774,           0.0044758,           0.0044758,           0.0044758
                 281,            0.019864,            0.034868,            0.010193,             0.80314,             0.59785,             0.75414,             0.59317,            0.025168,            0.050147,            0.018635,            0.004456,            0.004456,            0.004456
                 282,            0.017861,            0.031686,            0.010143,             0.78549,             0.57606,              0.7353,             0.61049,            0.026862,            0.049766,            0.018593,           0.0044362,           0.0044362,           0.0044362
                 283,            0.017914,             0.03228,             0.01001,             0.79256,             0.58425,             0.72792,             0.59544,            0.024433,            0.049258,            0.018543,           0.0044164,           0.0044164,           0.0044164
                 284,            0.017487,            0.031132,           0.0099216,             0.79188,             0.58739,             0.73096,             0.60488,            0.026452,            0.049938,             0.01853,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018774,            0.034176,            0.010018,             0.78773,             0.59318,             0.72184,             0.58022,            0.026709,            0.049834,            0.018444,           0.0043768,           0.0043768,           0.0043768
                 286,            0.019162,             0.03568,            0.010185,              0.7899,             0.60237,             0.72491,             0.57612,            0.025545,            0.048733,            0.018519,            0.004357,            0.004357,            0.004357
                 287,            0.019913,            0.031644,           0.0096289,             0.80244,             0.62035,             0.73452,             0.57719,            0.026424,            0.048438,            0.018578,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018645,            0.027814,           0.0095386,              0.7881,             0.60626,             0.73463,             0.57648,            0.024876,            0.048687,            0.018591,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018035,            0.032331,           0.0096998,               0.792,             0.60399,             0.73663,             0.59992,            0.024538,            0.048697,            0.018558,           0.0042976,           0.0042976,           0.0042976
                 290,            0.017862,            0.031838,            0.010172,             0.80837,             0.59357,             0.73357,             0.58739,            0.026771,            0.048587,             0.01864,           0.0042778,           0.0042778,           0.0042778
                 291,             0.01834,             0.03122,            0.010294,             0.80337,             0.59431,             0.73805,             0.58341,            0.025171,            0.048097,            0.018647,            0.004258,            0.004258,            0.004258
                 292,            0.017231,            0.030495,           0.0099306,             0.80605,             0.59193,             0.73699,             0.59521,            0.025459,            0.048287,            0.018625,           0.0042382,           0.0042382,           0.0042382
                 293,            0.016394,            0.034679,           0.0088844,             0.80426,             0.57985,             0.73295,             0.59649,            0.025428,            0.048776,            0.018513,           0.0042184,           0.0042184,           0.0042184
                 294,            0.017349,            0.036606,           0.0092292,             0.80535,             0.58079,             0.72889,             0.55907,            0.024529,            0.049375,            0.018482,           0.0041986,           0.0041986,           0.0041986
                 295,            0.017978,            0.027717,           0.0090489,             0.80702,             0.58173,              0.7294,             0.55822,            0.026763,             0.04961,            0.018478,           0.0041788,           0.0041788,           0.0041788
                 296,            0.017415,            0.027947,           0.0089923,             0.81077,             0.57903,             0.72716,             0.56392,            0.024835,            0.049872,            0.018399,            0.004159,            0.004159,            0.004159
                 297,            0.017938,            0.034809,           0.0088458,             0.79986,             0.57687,             0.73372,             0.57968,            0.024736,            0.049737,            0.018413,           0.0041392,           0.0041392,           0.0041392
                 298,            0.018198,            0.032141,           0.0087684,             0.79973,             0.57847,             0.72564,             0.56199,            0.025885,            0.049774,            0.018444,           0.0041194,           0.0041194,           0.0041194
                 299,            0.017848,            0.033865,           0.0093926,             0.79862,              0.5992,             0.73609,             0.58302,            0.025432,            0.050032,            0.018424,           0.0040996,           0.0040996,           0.0040996
                 300,            0.017918,            0.028691,           0.0090145,             0.80669,             0.59075,             0.74122,             0.58852,            0.024854,            0.049437,              0.0183,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016842,            0.029504,           0.0091056,             0.80963,             0.58921,             0.74326,             0.57764,            0.025259,            0.049469,            0.018065,             0.00406,             0.00406,             0.00406
                 302,            0.016978,            0.035858,           0.0096278,             0.80727,             0.60253,             0.74562,             0.59309,            0.025961,            0.049119,            0.017841,           0.0040402,           0.0040402,           0.0040402
                 303,            0.019784,            0.030056,            0.009057,             0.80881,             0.59661,              0.7375,              0.5878,            0.025191,            0.049159,            0.017717,           0.0040204,           0.0040204,           0.0040204
                 304,             0.02035,            0.038516,           0.0093523,             0.81778,             0.61172,             0.74265,             0.57163,            0.026201,            0.048778,            0.017736,           0.0040006,           0.0040006,           0.0040006
                 305,            0.018845,            0.034271,           0.0092106,              0.8107,             0.60322,             0.74053,             0.59079,            0.025277,             0.04838,            0.017552,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017677,            0.030512,           0.0091819,             0.81164,             0.60355,             0.73898,             0.59257,            0.026664,            0.048807,            0.017481,            0.003961,            0.003961,            0.003961
                 307,             0.01694,            0.032212,           0.0086631,             0.80224,             0.60105,              0.7435,             0.59534,            0.024637,            0.048308,            0.017345,           0.0039412,           0.0039412,           0.0039412
                 308,            0.017187,            0.031167,           0.0083907,             0.80623,             0.60105,             0.74385,             0.58577,            0.024092,            0.048333,            0.017096,           0.0039214,           0.0039214,           0.0039214
                 309,            0.017306,            0.033276,            0.009054,             0.80616,             0.59271,             0.73659,             0.59629,            0.024773,             0.04836,            0.017105,           0.0039016,           0.0039016,           0.0039016
                 310,            0.016591,            0.028852,           0.0093459,             0.81135,             0.57411,             0.73804,              0.5768,            0.024743,             0.04821,            0.017158,           0.0038818,           0.0038818,           0.0038818
                 311,            0.019167,            0.033777,           0.0089052,             0.81311,             0.57263,             0.73462,             0.57873,            0.026455,            0.048891,            0.017331,            0.003862,            0.003862,            0.003862
                 312,            0.019891,            0.032221,           0.0091547,             0.77612,             0.59265,              0.7301,             0.54914,             0.02675,            0.048487,            0.017329,           0.0038422,           0.0038422,           0.0038422
                 313,            0.017726,            0.032547,           0.0093096,             0.78786,             0.59105,             0.73735,             0.57614,            0.024288,            0.048321,            0.017372,           0.0038224,           0.0038224,           0.0038224
